title,url,used_url,body_len,label,confidence,evidence,aspects,lex_margin,lex_hits_pos_n,lex_hits_neg_n,trig_pos,trig_neg,impact_score,impact_tier,impact_why,sent_score,label_int,model_used,simhash64,reused_from_cluster,domain,date
"By the numbers, Apple's iPhone tops PlayStation, Xbox as most popular video game device - The Herald-Mail",https://news.google.com/rss/articles/CBMi4wFBVV95cUxQdHp0QkRQSTRraTVtMEIweVczZG5Pd29ITTZrV3hEZk9jSGRvWWg1MWJVYUJPNEpJTGhBZUtBdjE5VW01dDF1U0JZMnlHeVhNWTJMN3ZLSVdrTm1FM19MUGV6YlFib3NuZDFmelgwcWRSRHNZM1RXZmNOVDhKZEZoQzBnTjRITVBOSXlNMDBkTThSM3NkOFhocDFOSkNOaEdadlU2aTNBU2I4TUEyWU5BdWJvYmtyX1BQcnM2VWFubUFkYnI5WElmMkFPbVM4VjFKNGQ3aHRtemNfWS05TUZJYmJMdw?oc=5,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQdHp0QkRQSTRraTVtMEIweVczZG5Pd29ITTZrV3hEZk9jSGRvWWg1MWJVYUJPNEpJTGhBZUtBdjE5VW01dDF1U0JZMnlHeVhNWTJMN3ZLSVdrTm1FM19MUGV6YlFib3NuZDFmelgwcWRSRHNZM1RXZmNOVDhKZEZoQzBnTjRITVBOSXlNMDBkTThSM3NkOFhocDFOSkNOaEdadlU2aTNBU2I4TUEyWU5BdWJvYmtyX1BQcnM2VWFubUFkYnI5WElmMkFPbVM4VjFKNGQ3aHRtemNfWS05TUZJYmJMdw?oc=5,0,bullish,0.6,tops,[],0.0,0,0,tops,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,11232520972725326775,0,news.google.com,2019-03-15
Apple's lawsuit against Microsoft in 1988 | Legal Blog - Thomson Reuters Legal Solutions,https://news.google.com/rss/articles/CBMickFVX3lxTE5mSmkyMzVuckNaTnhQMkVRRTBfX3VhTWJrSklqUWE4Y0dvMGljQXl1WWUwejcyQWhQT0NwUTNSMElSVGlseE0zOFVRMEFwVGJ3UEE3OGI4ckZjRktUcmtZZHFGSmZvQ0dUSEJFZWlXbTdiZw?oc=5,https://news.google.com/rss/articles/CBMickFVX3lxTE5mSmkyMzVuckNaTnhQMkVRRTBfX3VhTWJrSklqUWE4Y0dvMGljQXl1WWUwejcyQWhQT0NwUTNSMElSVGlseE0zOFVRMEFwVGJ3UEE3OGI4ckZjRktUcmtZZHFGSmZvQ0dUSEJFZWlXbTdiZw?oc=5,0,bearish,0.6,lawsuit,[],0.0,0,0,,lawsuit,0.277,weak,hard_trig; conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3483823657239740438,0,news.google.com,2019-03-16
'Us' Broke a Lot of Box Office Records - WIRED,https://news.google.com/rss/articles/CBMiZkFVX3lxTE8zTVMybHhqMGYzMlRjeHlmU2lYYWQzQTNDWi00d21RWTVKTmFQX3hFTXB0U1VxOG04cDVpLVJzYTMwSm5iMkhDNlNzOFg4UzN4anJ4dmp6MjBBenNhMUc4amgwdFhvQQ?oc=5,https://news.google.com/rss/articles/CBMiZkFVX3lxTE8zTVMybHhqMGYzMlRjeHlmU2lYYWQzQTNDWi00d21RWTVKTmFQX3hFTXB0U1VxOG04cDVpLVJzYTMwSm5iMkhDNlNzOFg4UzN4anJ4dmp6MjBBenNhMUc4amgwdFhvQQ?oc=5,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,4462532193854843875,0,news.google.com,2019-03-24
Azure Storage support for Azure Active Directory based access control generally available - Microsoft Azure,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNbzRKU1ZFNERONUE3NWFSMUFJeW1IS0MtelN6cnRzckc4RS1CUTNYTVRjQXRRSTd1dmh6OTVPUmUzaHc3OVIzN3dKZENBczcxU3k1THI0WERHNXBoeVFfSmZZNlRKd1Y5MGhfQVR1YVRUVHVmNVRXa2E1V1VaTWZhcndSZ25sZUxrWlVXbTlrTzB2cTVPY1VDNzJQY1p2Vl9VR3dFSjB1UF8zd2owOHN4UzZpWGVsLXRwWi1Z?oc=5,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNbzRKU1ZFNERONUE3NWFSMUFJeW1IS0MtelN6cnRzckc4RS1CUTNYTVRjQXRRSTd1dmh6OTVPUmUzaHc3OVIzN3dKZENBczcxU3k1THI0WERHNXBoeVFfSmZZNlRKd1Y5MGhfQVR1YVRUVHVmNVRXa2E1V1VaTWZhcndSZ25sZUxrWlVXbTlrTzB2cTVPY1VDNzJQY1p2Vl9VR3dFSjB1UF8zd2owOHN4UzZpWGVsLXRwWi1Z?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,9152261081551588779,0,news.google.com,2019-03-27
The rapid rise and slow fall of the Microsoft web browser - Fast Company,https://news.google.com/rss/articles/CBMijAFBVV95cUxNZWYwWDV2SkRLOTBfY2lBT1cteGUwYkNWTTgwa2JZWmRpY1FsOS1DR1UtUVpsajRZUUpwcDFNSmVoQzFMQXZXQ0xhaHdRSTFRX1NNbXNXZ2ZXTldsSkk3eWNfSWFxQWVlY0U0a0d3UlN6U2xJak9xUnB2MU1FWHZXRzYwX0ZFZ1E4WDhLSw?oc=5,https://news.google.com/rss/articles/CBMijAFBVV95cUxNZWYwWDV2SkRLOTBfY2lBT1cteGUwYkNWTTgwa2JZWmRpY1FsOS1DR1UtUVpsajRZUUpwcDFNSmVoQzFMQXZXQ0xhaHdRSTFRX1NNbXNXZ2ZXTldsSkk3eWNfSWFxQWVlY0U0a0d3UlN6U2xJak9xUnB2MU1FWHZXRzYwX0ZFZ1E4WDhLSw?oc=5,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,6525126828735538802,0,news.google.com,2019-04-05
Azure Front Door Service is now generally available - Microsoft Azure,https://news.google.com/rss/articles/CBMilgFBVV95cUxOc0lyQlJvNnZOanRhTXhYTGJEaXg1aUJyRk43TWN4U3pyc2l5MHhCUk1fa2Z1WlFtWkRKUFFnLUE2b3BNdXRKU3IyOUlqenZ4VFJSTEJWOEFjUDIwUGRGUmNYY3BOS043Y2REWnJKaHJhMC1tR1ZtSkVrWWNvSjFDVG5wZnhGWnRsWU02WkFvdFNXVkdraHc?oc=5,https://news.google.com/rss/articles/CBMilgFBVV95cUxOc0lyQlJvNnZOanRhTXhYTGJEaXg1aUJyRk43TWN4U3pyc2l5MHhCUk1fa2Z1WlFtWkRKUFFnLUE2b3BNdXRKU3IyOUlqenZ4VFJSTEJWOEFjUDIwUGRGUmNYY3BOS043Y2REWnJKaHJhMC1tR1ZtSkVrWWNvSjFDVG5wZnhGWnRsWU02WkFvdFNXVkdraHc?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,13377746394941875663,0,news.google.com,2019-04-03
Sheriff's office releases new photos of missing Haralson County woman Jessica Earl - 11Alive.com,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPeTh3N3ZkRW4tdjBWaG5HdTQ0N1dxTVB5djB3UExlYnJiRE5YMjlFaGJ3T2s3SGVGektoNFRqcVA0Zld4cC1YbF9rV1E1SkVQSmh2bnlSQjB5ZGdkMEIzSHFzcnV5LWxQR3RVb2d6UzEyM1NuOHQ5czVFV3VzeE5LWlBzelpPQi1zT3FudnlMTGdLVFJHbE9UY2tNMlJrVHNibFBtdVNaNWhYSkNxMWJPZEZWUnd1X2FRXzZPZVJRQl9SSXNJWGNFVy1tbUllUVVtZjFMa0xHNFdxMDFjc1ZyNzVwOFQ2M2drUlhVWkpPQQ?oc=5,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPeTh3N3ZkRW4tdjBWaG5HdTQ0N1dxTVB5djB3UExlYnJiRE5YMjlFaGJ3T2s3SGVGektoNFRqcVA0Zld4cC1YbF9rV1E1SkVQSmh2bnlSQjB5ZGdkMEIzSHFzcnV5LWxQR3RVb2d6UzEyM1NuOHQ5czVFV3VzeE5LWlBzelpPQi1zT3FudnlMTGdLVFJHbE9UY2tNMlJrVHNibFBtdVNaNWhYSkNxMWJPZEZWUnd1X2FRXzZPZVJRQl9SSXNJWGNFVy1tbUllUVVtZjFMa0xHNFdxMDFjc1ZyNzVwOFQ2M2drUlhVWkpPQQ?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,13708277614109896050,0,news.google.com,2019-04-06
It’s time for a new approach for mapping broadband data to better serve Americans - Microsoft On the Issues - The Official Microsoft Blog,https://news.google.com/rss/articles/CBMizwFBVV95cUxOUWI0MEJIczQ4TTZhMTZNaW44MVZsa1FSV2d2eFhxQ1RLaHhMN3JCX3NlcFdNX3hpSXlKUEt4XzVIU25IOUpVcllFdXdtQ194d1Uya19nMGo1SmZjYy1mcFJoQUtUZGhPNklQaFItejVFR2tSbzlLQkw1TjY3U3pUUjdmN09BdzZVU0lzZWNTZEt1Ymxhb19qcHQ0bG5CdGl0aWhYc3dwMjdveHZ1Tlo3XzJxMUhXRzJRQnNyX0xZWThwT0hJa3BQZzkzUWFPSzQ?oc=5,https://news.google.com/rss/articles/CBMizwFBVV95cUxOUWI0MEJIczQ4TTZhMTZNaW44MVZsa1FSV2d2eFhxQ1RLaHhMN3JCX3NlcFdNX3hpSXlKUEt4XzVIU25IOUpVcllFdXdtQ194d1Uya19nMGo1SmZjYy1mcFJoQUtUZGhPNklQaFItejVFR2tSbzlLQkw1TjY3U3pUUjdmN09BdzZVU0lzZWNTZEt1Ymxhb19qcHQ0bG5CdGl0aWhYc3dwMjdveHZ1Tlo3XzJxMUhXRzJRQnNyX0xZWThwT0hJa3BQZzkzUWFPSzQ?oc=5,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3121416819884320112,0,news.google.com,2019-04-07
Power Beaming for Long Life Venus Surface Missions - NASA (.gov),https://news.google.com/rss/articles/CBMihwFBVV95cUxPcFpwRTRCZklNeEd0TFVzMk9laW81SXZKeDA1cXVPZUVFbHFHS0RvblFUZzczUS0tNWQ1YU0wUW1aSVQxc1hkQjR2SWR2Qi1qMHMyNVJ5b0lpcG9fc0NKY3pxZFIzYklPY2RCOEtmOTROZ3ZTb0JDc3h2OUVlSElNSVRVSDJlWjg?oc=5,https://news.google.com/rss/articles/CBMihwFBVV95cUxPcFpwRTRCZklNeEd0TFVzMk9laW81SXZKeDA1cXVPZUVFbHFHS0RvblFUZzczUS0tNWQ1YU0wUW1aSVQxc1hkQjR2SWR2Qi1qMHMyNVJ5b0lpcG9fc0NKY3pxZFIzYklPY2RCOEtmOTROZ3ZTb0JDc3h2OUVlSElNSVRVSDJlWjg?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,4242940321508130029,0,news.google.com,2019-04-09
Azure Cost Management now generally available for Pay-As-You-Go customers - Microsoft Azure,https://news.google.com/rss/articles/CBMiswFBVV95cUxOOFpJc0h0d0stZWg0b2hoN3V2OW5mMnVZMkd6WTdYc0pMeTdpbEtpc2prQzMyQVhtUUVxbjZCMkc0dk9RR09DT05vaUVxeGFSS3JVNVJHTlVsazJwd3BJS2RIZEhkQVpXT0pLdTBhMWQwZE5MNEFnTnpGUVljam40UlRSaEI1SS02bUNtLW5kSlo3WXJQRklSeERnLXRwU1Y3R0ZHQ3BhYnhPcmlGUVpUOE5Taw?oc=5,https://news.google.com/rss/articles/CBMiswFBVV95cUxOOFpJc0h0d0stZWg0b2hoN3V2OW5mMnVZMkd6WTdYc0pMeTdpbEtpc2prQzMyQVhtUUVxbjZCMkc0dk9RR09DT05vaUVxeGFSS3JVNVJHTlVsazJwd3BJS2RIZEhkQVpXT0pLdTBhMWQwZE5MNEFnTnpGUVljam40UlRSaEI1SS02bUNtLW5kSlo3WXJQRklSeERnLXRwU1Y3R0ZHQ3BhYnhPcmlGUVpUOE5Taw?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,17827441255997724027,0,news.google.com,2019-04-21
Microsoft beats expectations with $30.6B in revenue as Azure’s growth continues - TechCrunch,https://news.google.com/rss/articles/CBMisgFBVV95cUxOTVp3OWllZDNHYk96MDFmcUFSTXZPTk1zU1dMbmZxSmlBTjgzWWVxRDVHWFBMOVBCd3paWllvZmpwWWs0THhKZVhTYVJGaUpvRVN4c1FYY0tMdVBJTXdUUnpOTGFrZ19JLTJUVjgyZndVcmdRUFB6R3NwRDhONGdadHM5MXR5a2lUVWZOSC1PSzUwZkNZNGNyY202c1lld2k5X3h6eGhrVXV0aXIxeThsaXhB?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxOTVp3OWllZDNHYk96MDFmcUFSTXZPTk1zU1dMbmZxSmlBTjgzWWVxRDVHWFBMOVBCd3paWllvZmpwWWs0THhKZVhTYVJGaUpvRVN4c1FYY0tMdVBJTXdUUnpOTGFrZ19JLTJUVjgyZndVcmdRUFB6R3NwRDhONGdadHM5MXR5a2lUVWZOSC1PSzUwZkNZNGNyY202c1lld2k5X3h6eGhrVXV0aXIxeThsaXhB?oc=5,0,bullish,0.78,beats,[],2.5,1,0,beats,,0.495,medium,lex=1.00; conf=0.78; novelty,0.78,1,gpt-4o-mini,11200326581869900735,0,news.google.com,2019-04-23
'Avengers: Endgame' Decimates Record Books with $1.2 Billion Global Debut - Box Office Mojo,https://news.google.com/rss/articles/CBMiYEFVX3lxTE43LXdwZEpWZ0gxUlBfaDdkOU8ta3MtaUEyVUtPMTRSMm9zN1hhc3hRN1dUa0RKNW8zWEdJNWR6NzljZGh3STVQM09aOE1hSnlWcW95MVdSSzVFRUhHYW9rMA?oc=5,https://news.google.com/rss/articles/CBMiYEFVX3lxTE43LXdwZEpWZ0gxUlBfaDdkOU8ta3MtaUEyVUtPMTRSMm9zN1hhc3hRN1dUa0RKNW8zWEdJNWR6NzljZGh3STVQM09aOE1hSnlWcW95MVdSSzVFRUhHYW9rMA?oc=5,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,10468203636674977707,0,news.google.com,2019-04-27
‘Avengers: Endgame’ Box Office: All the Records Broken in $1.2B Global Bow - The Hollywood Reporter,https://news.google.com/rss/articles/CBMitgFBVV95cUxOUHN4Sk1HQ1hqTGpSN3lpS1ByaHR3REhxNzNMc1JVYVUyM2wwS1otWkd4Y0lDb042MEd2eVpUeGhSd0M4U1VfQWR4SU9YdkVMZUhGTVB3cmg3RjhnZWVCUnR3Y1YtMGR4QVJtRExSeFhCZmFOSjQ0M0lSU2VBSTlWbXR5dlZJUk9BWGdZWUdYb3phenZaZTJXMnhoY1UzUEI2WDktQzFYUEI1dFM2SDZtMFZzSnlZdw?oc=5,https://news.google.com/rss/articles/CBMitgFBVV95cUxOUHN4Sk1HQ1hqTGpSN3lpS1ByaHR3REhxNzNMc1JVYVUyM2wwS1otWkd4Y0lDb042MEd2eVpUeGhSd0M4U1VfQWR4SU9YdkVMZUhGTVB3cmg3RjhnZWVCUnR3Y1YtMGR4QVJtRExSeFhCZmFOSjQ0M0lSU2VBSTlWbXR5dlZJUk9BWGdZWUdYb3phenZaZTJXMnhoY1UzUEI2WDktQzFYUEI1dFM2SDZtMFZzSnlZdw?oc=5,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,3587823487434592083,0,news.google.com,2019-04-27
"The Record-Breaking Box Office Of ‘Avengers: Endgame,’ By The (Huge) Numbers - Colorado Public Radio",https://news.google.com/rss/articles/CBMipAFBVV95cUxNdktwWlVidXNWb3NzMU1VWlNPMW5JOUkyREppTWI3SFBhYmxCM0oyMGhWQ1dyWjFya2p1V0h6N0tNZGVCWXRlclF6V0VGTkcwWEZOdkZkb1RaUnhHbUxlLUQtV0NXdjRsZFhwLWhodUg0RUM3Y2swYndoaFRTS0dadllpY0pIM2lhUEFLcjY5cXFPTlF4SUtRQjg3WEJPcWtHMDVpVg?oc=5,https://news.google.com/rss/articles/CBMipAFBVV95cUxNdktwWlVidXNWb3NzMU1VWlNPMW5JOUkyREppTWI3SFBhYmxCM0oyMGhWQ1dyWjFya2p1V0h6N0tNZGVCWXRlclF6V0VGTkcwWEZOdkZkb1RaUnhHbUxlLUQtV0NXdjRsZFhwLWhodUg0RUM3Y2swYndoaFRTS0dadllpY0pIM2lhUEFLcjY5cXFPTlF4SUtRQjg3WEJPcWtHMDVpVg?oc=5,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,3829933594169830263,0,news.google.com,2019-04-27
A deep dive into what’s new with Azure Cognitive Services - Microsoft Azure,https://news.google.com/rss/articles/CBMingFBVV95cUxPNFJrMVdaTktUSXExSUszYkRROTRPSDAzMzFhUkczUFBQay1XeTdUX2xTcVNaTndPemJfSS0tOWhJejdTbW5zZ252SUJNNll2bnZ2c2RRa1NlYWEtRGgyN3NrTHBHQ0xqdzVTZm9JZEI0dG9CamJSclY3bk1qOEdxZ3VYd0JKN1FCSUJkNlJpOHFqOE0zNC1xNDJUNll5Zw?oc=5,https://news.google.com/rss/articles/CBMingFBVV95cUxPNFJrMVdaTktUSXExSUszYkRROTRPSDAzMzFhUkczUFBQay1XeTdUX2xTcVNaTndPemJfSS0tOWhJejdTbW5zZ252SUJNNll2bnZ2c2RRa1NlYWEtRGgyN3NrTHBHQ0xqdzVTZm9JZEI0dG9CamJSclY3bk1qOEdxZ3VYd0JKN1FCSUJkNlJpOHFqOE0zNC1xNDJUNll5Zw?oc=5,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,3698033251836225462,0,news.google.com,2019-05-03
‘Avengers: Endgame’ goes for more box office records this weekend - CNN,https://news.google.com/rss/articles/CBMihgFBVV95cUxNT2hfcGNBUVlSS3hTbFEyQTNvYUhXaVNRbXVYcFN3MU53VVFjUnBmWmFxX192eDVHenp6RmIzdm10RWlMcXFRYXNqRnJNcTRvZE56LXlDRzRZblpFVzd6VlB5ZUg0Nk9ZYnNIQnM3dEVZZmY1U0ZxYkk4OUZwQ2pfY2JmWWkwdw?oc=5,https://news.google.com/rss/articles/CBMihgFBVV95cUxNT2hfcGNBUVlSS3hTbFEyQTNvYUhXaVNRbXVYcFN3MU53VVFjUnBmWmFxX192eDVHenp6RmIzdm10RWlMcXFRYXNqRnJNcTRvZE56LXlDRzRZblpFVzd6VlB5ZUg0Nk9ZYnNIQnM3dEVZZmY1U0ZxYkk4OUZwQ2pfY2JmWWkwdw?oc=5,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,4008349330853404147,0,news.google.com,2019-05-03
"'Avengers: Endgame' Tops $2 Billion Globally, En Route to Dominant Second Weekend - Box Office Mojo",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9lcXNEWVNWcGV6R05vdU9lV2JxOHZmNWVkRmNUYVh3TWxPVnRFd01hZnRTdDJSV1A1X1FtTzdfLUhfVC1ydHZoUTFwLVJjQTRmQXdMYUY0NVVqVlFncHRyMg?oc=5,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9lcXNEWVNWcGV6R05vdU9lV2JxOHZmNWVkRmNUYVh3TWxPVnRFd01hZnRTdDJSV1A1X1FtTzdfLUhfVC1ydHZoUTFwLVJjQTRmQXdMYUY0NVVqVlFncHRyMg?oc=5,0,bullish,0.6,tops,[],0.0,0,0,tops,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,10782767592072797299,0,news.google.com,2019-05-04
Starbucks taps Microsoft machine learning for inventory-based order suggestions - Supply Chain Dive,https://news.google.com/rss/articles/CBMiugFBVV95cUxQSHlZREtaZjVyWkRqbWxuVzVMcE9RdWhzcUJJYzFObWNsUzZfS2R0SnJENzhDN0EtbDZ6NjVSVl9NdW9sRFFrNVNON081N1JoeWxaSmZUTW5IcmpVRjRQZHhoZEo1ejh5cFdkcVhvV1NkX1dWdEl4U01fQ0s4TnNidXppeVVmRnF1cE9GM19HTUdiVE9EelBPSGktVzZCc2hXTk1xVkZtYXV3Qm5xekExbnBNRXZlOHdsNXc?oc=5,https://news.google.com/rss/articles/CBMiugFBVV95cUxQSHlZREtaZjVyWkRqbWxuVzVMcE9RdWhzcUJJYzFObWNsUzZfS2R0SnJENzhDN0EtbDZ6NjVSVl9NdW9sRFFrNVNON081N1JoeWxaSmZUTW5IcmpVRjRQZHhoZEo1ejh5cFdkcVhvV1NkX1dWdEl4U01fQ0s4TnNidXppeVVmRnF1cE9GM19HTUdiVE9EelBPSGktVzZCc2hXTk1xVkZtYXV3Qm5xekExbnBNRXZlOHdsNXc?oc=5,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,7918884479847372410,0,news.google.com,2019-05-06
"CPI office augments mission effectiveness, efficiency > Air Force > Article Display - af.mil",https://news.google.com/rss/articles/CBMirgFBVV95cUxPZHkwYThDWlFhMU5TNERKWnhyY1F2c0VnQzBRYTVGMnVuSFg3N3VyS040R2phOEZlOUhqWUo0XzhRc2M5U1h0RVpQdjlGTEIxMzFpODRBR0hmMm93bDhGblZuUC1JLV9KUkZiRnpEWTMzcmxKRTZWQzdhR0NRVS12T0pDYUxoY2xmWHFSWFdBTzFFX3JYRU1jREVpNWJORUpFLVJFSERRajZ2ektQQmc?oc=5,https://news.google.com/rss/articles/CBMirgFBVV95cUxPZHkwYThDWlFhMU5TNERKWnhyY1F2c0VnQzBRYTVGMnVuSFg3N3VyS040R2phOEZlOUhqWUo0XzhRc2M5U1h0RVpQdjlGTEIxMzFpODRBR0hmMm93bDhGblZuUC1JLV9KUkZiRnpEWTMzcmxKRTZWQzdhR0NRVS12T0pDYUxoY2xmWHFSWFdBTzFFX3JYRU1jREVpNWJORUpFLVJFSERRajZ2ektQQmc?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,15519217349142384736,0,news.google.com,2019-05-11
Sony and Microsoft to explore strategic partnership - Microsoft Source,https://news.google.com/rss/articles/CBMingFBVV95cUxPU1MtRzZhNlhNblZXT2E4ejVMeE5OUXBIVTI1SGYxMkVpMGZ3UjZlTjlPV3l1MGpRRXJnTGw0OTVfR09Db3VvRGZ4LXBSY3FkWGd2Z3E5ZWg3T2pTT1MtNkNFc2FGY2F2WE5MQ2o2LVlUaWNlV1duVEswWTIxbmxPOF9XYVBrQ05JdU1paEp2TmVzZlJyOTJMZ3hSZzRodw?oc=5,https://news.google.com/rss/articles/CBMingFBVV95cUxPU1MtRzZhNlhNblZXT2E4ejVMeE5OUXBIVTI1SGYxMkVpMGZ3UjZlTjlPV3l1MGpRRXJnTGw0OTVfR09Db3VvRGZ4LXBSY3FkWGd2Z3E5ZWg3T2pTT1MtNkNFc2FGY2F2WE5MQ2o2LVlUaWNlV1duVEswWTIxbmxPOF9XYVBrQ05JdU1paEp2TmVzZlJyOTJMZ3hSZzRodw?oc=5,0,bullish,0.78,partnership,[],1.4,1,0,partnership,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,9153291149331572024,0,news.google.com,2019-05-15
Microsoft and General Assembly launch partnership to close the global AI skills gap - Microsoft Source,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOc2RVUzF4TnoyenYzaVZhYkJXZm9xRW1IMThmcklNYjkxSDFXOVZ3Unh1NjVsUzl0d0U4Ql9YbmtUMDUtNi1jdVhoUUFvUS1rUWZ0Y1BlSFFyZm9rektOQ2R6NmxJdXdaWUJOSW5TekFlQWRBRFdPd2JMNzNEV1hYU3F4QmhQV3FERXQ4UlJqNEltU3RBamJFZjRMdFdMU0ZPaExnc2k2Sk1qV2pOcXN0VFRjVkptMkZISnpUVTZVWkZrbVhJZ2dyag?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOc2RVUzF4TnoyenYzaVZhYkJXZm9xRW1IMThmcklNYjkxSDFXOVZ3Unh1NjVsUzl0d0U4Ql9YbmtUMDUtNi1jdVhoUUFvUS1rUWZ0Y1BlSFFyZm9rektOQ2R6NmxJdXdaWUJOSW5TekFlQWRBRFdPd2JMNzNEV1hYU3F4QmhQV3FERXQ4UlJqNEltU3RBamJFZjRMdFdMU0ZPaExnc2k2Sk1qV2pOcXN0VFRjVkptMkZISnpUVTZVWkZrbVhJZ2dyag?oc=5,0,bullish,0.78,partnership,[],1.4,1,0,partnership,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,1229207574665377081,0,news.google.com,2019-05-17
MEET SERGEANT MARK EASTTY AND THE PINELLAS COUNTY SHERIFF’S OFFICE – TOP HONOREE FOR OUTSTANDING DEDICATION TO DUI ENFORCEMENT AND PREVENTION – LARGE/URBAN AGENCY - Mothers Against Drunk Driving,https://news.google.com/rss/articles/CBMikAJBVV95cUxPdkRHZXJPOEhITUc2ZGcxSkNNaDUwRlNYX0luMi1aMDFvc0xjWWJ6bkw0N242RjNxcHBxbjhNcU5fOFN2cFdQenM4Wm5Rb0RpbjZvRTh1ejFZYUoyRHp4S0kxdmRuZ0lwNXRlbTJmX2lJZlNMRlEzQmNOV3drZE9PYnhfZExoaUtVWG5CdjdreXYybjNqdlF0UWZHVnVMMGs2UHhNdDJFdm1ULVM3U1VxSjBwZlZ2aV9HNjlCZlJwd1NoYUNFbG9mUTIwTXBSUmt6dGNfLTBmMVNyN0VaLWdGNE5xdml5TnYzNVQwWFQtbS05Z2NDMkFLT2R2anBzMUFWU3VTV3MzNXQtSkJNRi1ORA?oc=5,https://news.google.com/rss/articles/CBMikAJBVV95cUxPdkRHZXJPOEhITUc2ZGcxSkNNaDUwRlNYX0luMi1aMDFvc0xjWWJ6bkw0N242RjNxcHBxbjhNcU5fOFN2cFdQenM4Wm5Rb0RpbjZvRTh1ejFZYUoyRHp4S0kxdmRuZ0lwNXRlbTJmX2lJZlNMRlEzQmNOV3drZE9PYnhfZExoaUtVWG5CdjdreXYybjNqdlF0UWZHVnVMMGs2UHhNdDJFdm1ULVM3U1VxSjBwZlZ2aV9HNjlCZlJwd1NoYUNFbG9mUTIwTXBSUmt6dGNfLTBmMVNyN0VaLWdGNE5xdml5TnYzNVQwWFQtbS05Z2NDMkFLT2R2anBzMUFWU3VTV3MzNXQtSkJNRi1ORA?oc=5,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,4237219776090760786,0,news.google.com,2019-05-27
